1471,Olivas Links,Olivas,3750 Olivas Park Drive,Ventura,Ventura,CA,US,http://www.olivaslinks.com/layout9.asp?id=164&page=2764,34.24271774,-119.2468719
1250,El Dorado Park Golf Course,El Dorado Park,2400 N Studebaker Rd,Los Angeles,Long Beach,CA,US,http://www.americangolf.com,33.7994957,-118.0954056
1664,Simi Hills Golf Course,Simi Hills,5031 Alamo St,Ventura,Simi Valley,CA,US,http://www.americangolf.com,34.28752136,-118.6949692
1534,Costa Mesa Country Club,Mesa Linda,1701 Golf Course Dr,Orange,Costa Mesa,CA,US,http://www.costamesacountryclub.com,33.66487122,-117.9313507
1885,Teravista Golf Club,Teravista,4333 Terra Vista Club Dr,Williamson,Round Rock,TX,US,http://www.teravistagolf.com,30.57289314,-97.66731262
1389,Mile Square Golf Course,Classic,10401 Warner Ave,Orange,Fountain Valley,CA,US,http://www.milesquaregolfcourse.com,33.71757126,-117.9503555
1407,Skylinks At Long Beach Golf Course,Skylinks,4800 E Wardlow Rd,Los Angeles ,Long Beach,CA,US,http://www.americangolf.com,33.8179245,-118.1354675
64390,Soule Park Golf Course,Soule Park,1033 E Ojai Ave,Ventura,Ojai,CA,US,http://www.soulepark.com,34.44367981,-119.2324219
984,Recreation Park North,Recreation Park North,5001 Deukmejian Dr,Los Angeles ,Long Beach,CA,US,http://www.americangolf.com,33.78002167,-118.1368179
65489,Ajo Country Club,Ajo,77 W Mead Rd,Pima,Ajo,AZ,US,,32.44987106,-112.8528595
2482,Palm Beach National Golf & Country Club,Palm Beach National,7500 Saint Andrews Rd,Palm Beach,Lake Worth,FL,US,http://www.palmbeachnational.com,26.62933922,-80.16355896
2298,Westchester Golf Course,Westchester,6900 W Manchester Ave,Los Angeles ,Los Angeles,CA,US,http://www.americangolf.com,33.95918274,-118.411705
65899,Gus Wortham Park Golf Course,Gus Wortham Park,7000 Capitol St,Harris,Houston,TX,US,http://www.houstonmunicipalgolf.org,29.733778,-95.30560303
2305,Alondra Park Golf Course,North,16400 Prairie Ave,Los Angeles,Lawndale,CA,US,,33.88185883,-118.3398743
87088,Sistersville Country Club,Sistersville,RR 2,Kanawha,Sistersville,WV,US,,39.55546188,-81.01107788
1618,Sterling Hills Golf Club,Sterling Hills,901 Sterling Hills Dr,Ventura,Camarillo,CA,US,http://www.sterlinghillsgolf.com,34.2473259,-119.0926056
1489,Poplar Creek Golf Course,Poplar Creek,1700 Coyote Point Dr,Santa Clara,San Mateo,CA,US,http://www.poplarcreekgolf.com,37.58530426,-122.3197784
621,Costa Mesa Country Club,Los Lagos,1701 Golf Course Dr,Orange,Costa Mesa,CA,US,http://www.costamesacountryclub.com,33.66487885,-117.932373
1364,Mather Golf Course,Mather,4103 Eagles Nest Rd,Tuolumne,Mather,CA,US,http://www.playmather.com,38.55205917,-121.2596436
1212,Diamond Bar Golf Course,Diamond Bar,22751 Golden Springs Dr,Los Angeles,Diamond Bar,CA,US,,34.01134872,-117.8192291
1750,Los Verdes Golf Course,Los Verdes,7000 Los Verdes Dr,Los Angeles ,Rancho Palos Verdes,CA,US,http://www.americangolf.com,33.7534523,-118.4024506
1397,Santa Anita Golf Course,Santa Anita,405 S Santa Anita Ave,Los Angeles,Arcadia,CA,US,,34.13326645,-118.0321198
1651,Sepulveda Golf,Encino,16821 Burbank Blvd,Los Angeles ,Encino,CA,US,,34.17007828,-118.493782
343043,Southern Oaks,Southern Oaks,The Villages,,The Villages,FL,US,,28.78450584,-81.96783447
